2010-08-19,2.8
2010-08-18,15.3
2010-08-16,1.6
2010-08-15,6.0
2010-08-13,1.0
2010-08-12,18.5
2010-08-11,12.0
2010-08-10,19.5
2010-08-05,2.8
2010-08-04,1.0
2010-08-03,5.0
2010-08-02,7.8
2010-08-01,14.0
2010-07-30,5.1
2010-07-29,12.7
2010-07-28,3.5
2010-07-24,1.1
2010-07-20,10.0
2010-07-15,0.7
2010-07-14,21.0
2010-07-13,6.0
2010-07-10,11.0
2010-07-04,1.3
2010-06-30,17.3
2010-06-29,2.2
2010-06-26,6.0
2010-06-25,24.2
2010-06-19,4.7
2010-06-18,4.5
2010-06-17,19.0
2010-06-12,1.5
2010-06-11,3.7
2010-06-09,1.4
2010-06-07,4.8
2010-06-06,3.7
2010-05-30,2.8
2010-05-29,11.8
2010-05-26,1.5
2010-05-25,12.7
2010-05-24,5.4
2010-05-14,2.0
2010-05-11,0.2
2010-05-10,3.0
2010-05-06,0.7
2010-05-04,2.4
2010-04-29,4.6
2010-04-27,3.6
2010-04-26,1.0
2010-04-24,9.8
2010-04-22,2.2
2010-04-21,1.0
2010-04-12,0.5
2010-04-11,6.6
2010-04-09,1.4
2010-04-07,13.8
2010-04-02,2.0
2010-03-29,11.4
2010-03-27,1.8
2010-03-26,0.6
2010-03-08,3.5
2010-03-07,41.1
2010-03-06,34.4
2010-03-05,3.8
2010-02-28,0.6
2010-02-27,2.3
2010-02-15,0.4
2010-02-13,6.8
2010-02-12,1.0
2010-02-11,8.7
2010-02-10,38.5
2010-02-05,4.0
2010-02-04,6.8
2010-02-02,2.3
2010-02-01,4.5
2010-01-27,1.6
2010-01-18,5.8
2010-01-17,1.0
2010-01-12,4.8
2010-01-02,47.6
2010-01-01,28.0
2009-12-25,3.0
2009-12-18,0.8
2009-12-17,8.5
2009-12-11,1.5
2009-12-10,4.1
2009-12-08,21.0
2009-11-30,3.8
2009-11-29,7.2
2009-11-28,13.4
2009-11-26,16.7
2009-11-22,19.0
2009-11-21,41.1
2009-11-20,6.1
2009-11-04,1.2
2009-11-01,1.8
2009-10-31,4.0
2009-10-21,0.3
2009-10-18,0.5
2009-10-17,2.7
2009-10-16,9.8
2009-10-15,1.6
2009-10-14,11.0
2009-10-13,7.8
2009-10-12,0.8
2009-10-08,1.7
2009-10-07,4.2
2009-10-05,10.5
2009-10-03,1.0
2009-09-30,0.4
2009-09-27,7.3
2009-09-25,21.8
2009-09-24,2.2
2009-09-23,1.7
2009-09-22,21.7
2009-09-17,8.7
2009-09-09,1.6
2009-09-08,10.7
2009-09-07,5.5
2009-09-04,3.1
2009-09-03,1.8
2009-08-31,2.7
2009-08-29,11.2
2009-08-25,25.5
2009-08-24,5.3
2009-08-22,1.0
2009-08-21,10.4
2009-08-17,1.5
2009-08-16,21.5
2009-08-13,5.8
2009-08-12,2.2
2009-08-10,6.6
2009-08-08,4.3
2009-08-03,3.7
2009-08-01,3.2
2009-07-31,4.3
2009-07-27,2.0
2009-07-23,3.0
2009-07-22,2.7
2009-07-17,2.8
2009-07-12,7.3
2009-07-11,26.0
2009-07-06,2.2
2009-07-05,2.5
2009-07-03,5.0
2009-07-02,4.1
2009-07-01,6.7
2009-06-30,12.1
2009-06-29,1.7
2009-06-26,1.1
2009-06-24,3.8
2009-06-23,3.1
2009-06-21,1.2
2009-06-20,2.4
2009-06-10,5.8
2009-06-09,3.4
2009-06-08,3.6
2009-06-04,5.1
2009-06-03,9.8
2009-06-02,4.5
2009-06-01,3.2
2009-05-28,2.1
2009-05-26,16.3
2009-05-15,2.3
2009-05-08,2.0
2009-05-01,0.8
2009-04-28,2.5
2009-04-26,2.3
2009-04-25,6.0
2009-04-24,4.0
2009-04-19,1.2
2009-04-08,1.6
2009-04-07,1.5
2009-04-05,1.6
2009-04-03,20.4
2009-03-24,2.0
2009-03-23,1.5
2009-03-15,1.2
2009-03-14,12.2
2009-03-13,2.4
2009-03-12,4.5
2009-03-06,6.8
2009-03-05,4.1
2009-03-04,0.7
2009-03-03,5.6
2009-02-12,1.8
2009-02-09,0.3
2009-02-08,0.5
2009-02-03,2.0
2009-01-02,0.4
2008-12-31,4.0
2008-12-22,0.6
2008-12-21,4.3
2008-12-18,1.7
2008-12-17,3.4
2008-12-14,29.5
2008-12-13,36.6
2008-12-12,19.2
2008-12-10,2.8
2008-12-09,5.8
2008-12-06,1.4
2008-12-01,1.7
2008-11-29,2.5
2008-11-28,18.4
2008-11-27,2.4
2008-11-23,3.8
2008-11-22,6.7
2008-11-20,4.5
2008-11-19,5.5
2008-11-14,16.9
2008-11-09,13.0
2008-11-08,8.9
2008-11-04,2.5
2008-11-02,1.4
2008-11-01,3.9
2008-10-31,0.5
2008-10-30,0.2
2008-10-28,0.5
2008-10-22,2.0
2008-10-09,0.9
2008-10-07,0.4
2008-10-06,4.4
2008-10-04,2.0
2008-10-03,5.5
2008-09-28,1.2
2008-09-22,4.6
2008-09-21,0.4
2008-09-19,1.7
2008-09-15,5.6
2008-09-08,2.9
2008-09-07,2.2
2008-09-05,3.4
2008-09-03,0.8
2008-09-02,8.8
2008-08-31,10.7
2008-08-29,0.4
2008-08-26,2.0
2008-08-23,17.2
2008-08-17,5.3
2008-08-16,3.4
2008-08-14,1.0
2008-08-12,1.2
2008-08-11,12.3
2008-08-09,6.2
2008-08-01,3.8
2008-07-31,2.5
2008-07-27,19.4
2008-07-26,0.5
2008-07-21,19.0
2008-07-20,8.2
2008-07-18,1.5
2008-07-17,3.0
2008-07-14,0.4
2008-07-13,2.3
2008-07-11,8.5
2008-07-09,26.7
2008-07-03,2.8
2008-07-02,8.2
2008-07-01,4.8
2008-06-28,1.2
2008-06-24,2.2
2008-06-19,13.1
2008-06-15,1.0
2008-06-13,12.2
2008-06-11,2.5
2008-06-10,15.3
2008-06-06,0.5
2008-06-04,3.4
2008-05-27,7.4
2008-05-22,5.5
2008-05-17,18.2
2008-05-16,3.4
2008-05-10,0.7
2008-05-05,0.8
2008-05-02,2.2
2008-05-01,4.0
2008-04-27,10.4
2008-04-25,0.3
2008-04-15,2.4
2008-04-11,1.6
2008-04-02,0.5
2008-04-01,4.0
2008-03-31,0.8
2008-03-29,1.4
2008-03-26,7.6
2008-03-25,13.0
2008-03-07,0.7
2008-02-29,2.3
2008-02-24,0.7
2008-02-23,4.6
2008-02-20,7.6
2008-02-14,1.1
2008-02-13,1.5
2008-02-10,2.3
2008-02-09,0.6
2008-02-08,2.6
2008-02-07,5.5
2008-02-06,0.4
2008-02-05,0.7
2008-02-04,16.0
2008-01-31,8.1
2008-01-25,2.0
2008-01-21,1.9
2008-01-20,9.0
2008-01-19,18.9
2007-12-24,0.5
2007-12-22,9.5
2007-12-21,34.8
2007-12-19,44.0
2007-12-15,9.0
2007-12-03,10.5
2007-11-29,0.8
2007-11-28,3.5
2007-11-24,1.2
